No.species	Species	Ploidy	Accession name	Order	Family	Clade
1599	Salvia bowleyana	diploid	-	Lamiales	Lamiaceae	Salvia
1600	Salvia divinorum	diploid	Diviner's sage	Lamiales	Lamiaceae	Salvia
1601	Salvia hispanica	-	-	Lamiales	Lamiaceae	Salvia
1601	Salvia hispanica	-	-	Lamiales	Lamiaceae	Salvia
1601	Salvia hispanica	diploid	chia	Lamiales	Lamiaceae	Salvia
1601	Salvia hispanica	-	Chia	Lamiales	Lamiaceae	Salvia
1602	Salvia miltiorrhiza	-	-	Lamiales	Lamiaceae	Salvia
1602	Salvia miltiorrhiza	diploid	99-3 line	Lamiales	Lamiaceae	Salvia
1602	Salvia miltiorrhiza	-	DSS3	Lamiales	Lamiaceae	Salvia
1602	Salvia miltiorrhiza	-	bh2-7	Lamiales	Lamiaceae	Salvia
1602	Salvia miltiorrhiza	-	bh2-7	Lamiales	Lamiaceae	Salvia
1603	Salvia officinalis	diploid	-	Lamiales	Lamiaceae	Salvia
1603	Salvia officinalis	-	Common sage	Lamiales	Lamiaceae	Salvia
1604	Salvia rosmarinus	diploid	WT;U2	Lamiales	Lamiaceae	Salvia
1604	Salvia rosmarinus	-	rosemary	Lamiales	Lamiaceae	Salvia
1605	Salvia splendens	tetraploid	-	Lamiales	Lamiaceae	Salvia
1605	Salvia splendens	tetraploid	-	Lamiales	Lamiaceae	Salvia
1606	Salvinia cucullata	-	-	Salviniales	Salviniaceae	Salvinia
1607	Sambucus nigra Linnaeus	diploid	elderberry; European elder	Dipsacales	Adoxaceae	Sambucus
1608	Sanguina aurantia	-	watermelon snow	Ranunculales	Chlamydomonadaceae	Sanguina
1608	Sanguina aurantia	-	watermelon snow	Ranunculales	Chlamydomonadaceae	Sanguina
1609	Santalum album	-	-	Santalales	Santalaceae	Santalum
1609	Santalum album	-	-	Santalales	Santalaceae	Santalum
1609	Santalum album	-	-	Santalales	Santalaceae	Santalum
1610	Santalum yasi	-	-	Santalales	Santalaceae	Santalum
1611	Santalum. album	-	-	Santalales	Santalaceae	Santalum.
1612	Sapindus mukorossi	diploid	-	Sapindales	Sapindaceae	Sapindus
1613	Saposhnikovia divaricata	diploid	-	Apiales	Apiaceae	Saposhnikovia
1614	Sapria himalayana	-	-	Malpighiales	Rafflesiaceae	Sapria
1614	Sapria himalayana	-	-	Malpighiales	Rafflesiaceae	Sapria
1615	Sauropus androgynus	diploid	-	Malpighiales	Phyllanthaceae	Sauropus
1616	Sauropus spatulifolius	-	-	Malpighiales	Phyllanthaceae	Sauropus
1617	Saururus chinensis	diploid	-	Piperales	Saururaceae	Saururus
1617	Saururus chinensis	diploid	Asian lizard's tail	Piperales	Saururaceae	Saururus
1617	Saururus chinensis	diploid	-	Piperales	Saururaceae	Saururus
1618	Saussurea involucrata	-	-	Asterales	Asteraceae	Saussurea
1619	Scaevola hainanensis	-	-	Asterales	Goodeniaceae	Scaevola
1619	Scaevola hainanensis	-	-	Asterales	Goodeniaceae	Scaevola
1620	Scaevola sericea	-	-	Asterales	Goodeniaceae	Scaevola
1621	Scaevola taccada	-	-	Asterales	Goodeniaceae	Scaevola
1621	Scaevola taccada	-	-	Asterales	Goodeniaceae	Scaevola
1622	Scalesia atractyloides	-	-	Asterales	Asteraceae	Scalesia
1623	Scenedesmus quadricauda	-	-	Sphaeropleales	Scenedesmaceae	Scenedesmus
1624	Scenedesmus sellowii	-	-	Malpighiales	Scenedesmaceae	Scenedesmus
1625	Scenedesmus silvestris	-	-	Malpighiales	Scenedesmaceae	Scenedesmus
1626	Scenedesmus vacuolatus	-	-	Sphaeropleales	Scenedesmaceae	Scenedesmus
1627	Schizonepeta tenuifolia	-	-	Lamiales	Lamiaceae	Schizonepeta
1628	Schoenoplectus tabernaemontani	diploid	Soft-Stem Bulrush	Poales	Cyperaceae	Schoenoplectus
1629	Sclerocarya birrea	-	-	Sapindales	Anacardiaceae	Sclerocarya
1630	Scurrula parasitica	-	var. graciliflora	Santalales	Loranthaceae	Scurrula
1631	Scutellaria baicalensis	diploid	Heibei	Lamiales	Lamiaceae	Scutellaria
1631	Scutellaria baicalensis	-	-	Lamiales	Lamiaceae	Scutellaria
1631	Scutellaria baicalensis	-	-	Lamiales	Lamiaceae	Scutellaria
1631	Scutellaria baicalensis	-	-	Lamiales	Lamiaceae	Scutellaria
1632	Scutellaria barbata	-	-	Lamiales	Lamiaceae	Scutellaria
1632	Scutellaria barbata	-	-	Lamiales	Lamiaceae	Scutellaria
1632	Scutellaria barbata	-	-	Lamiales	Lamiaceae	Scutellaria
1633	Scutellaria indica	diploid	-	Lamiales	Lamiaceae	Scutellaria
1634	Scutellaria minor	diploid	-	Lamiales	Lamiaceae	Scutellaria
1635	Scyphiphora hydrophyllacea	-	-	Gentianales	Rubiaceae	Scyphiphora
1636	Secale cereale	diploid	-	Poales	Poaceae	Secale
1636	Secale cereale	diploid	Lo7	Poales	Poaceae	Secale
1636	Secale cereale	diploid	WN	Poales	Poaceae	Secale
1637	Sechium edule	diploid	-	Cucurbitales	Cucurbitaceae	Sechium
1638	Sedum album	tetraploid	-	Saxifragales	Crassulaceae	Sedum
1639	Selaginella kraussiana	-	-	Selaginellales	Selaginellaceae	Selaginella
1639	Selaginella kraussiana	-	-	Selaginellales	Selaginellaceae	Selaginella
1640	Selaginella lepidophylla	diploid	-	Selaginellales	Selaginellaceae	Selaginella
1641	Selaginella moellendorffii	diploid	-	Selaginellales	Selaginellaceae	Selaginella
1642	Selaginella tamariscina	diploid	-	Selaginellales	Selaginellaceae	Selaginella
1643	Senecio squalidus	diploid	-	Asterales	Asteraceae	Senecio
1644	Senna siamea	-	-	Fabales	Fabaceae	Senna
1645	Senna tora	-	-	Fabales	Fabaceae	Senna
1646	Sequoia sempervirens	hexaploid	-	Cupressales	Cupressaceae	Sequoia
1646	Sequoia sempervirens	hexaploid	SESE104	Cupressales	Cupressaceae	Sequoia
1647	Sequoiadendron giganteum	diploid	-	Cupressales	Cupressaceae	Sequoiadendron
1648	Sesamum alatum	diploid	3651	Lamiales	Pedaliaceae	Sesamum
1648	Sesamum angolense	diploid	K16	Lamiales	Pedaliaceae	Sesamum
1648	Sesamum angustifolium	diploid	G01	Lamiales	Pedaliaceae	Sesamum
1648	Sesamum calycinum	diploid	KEN8	Lamiales	Pedaliaceae	Sesamum
1648	Sesamum indicum	diploid	Yuzhi 11	Lamiales	Pedaliaceae	Sesamum
1649	Sesamum indicum	diploid	Zhongzhi No. 13	Lamiales	Pedaliaceae	Sesamum
1650	Sesamum indicum	diploid	update Zhongzhi No. 13	Lamiales	Pedaliaceae	Sesamum
1651	Sesamum indicum	diploid	Xiaozihei'	Lamiales	Pedaliaceae	Sesamum
1652	Sesamum indicum	diploid	Baizhima (improved)	Lamiales	Pedaliaceae	Sesamum
1653	Sesamum indicum	diploid	Yuzhi 11	Lamiales	Pedaliaceae	Sesamum
1654	Sesamum latifolium	diploid	KEN1	Lamiales	Pedaliaceae	Sesamum
1655	Sesamum radiatum	tetraploid	G02	Lamiales	Pedaliaceae	Sesamum
1656	Sesamum schinzianum	tetraploid	wild	Lamiales	Pedaliaceae	Sesamum
1657	Sesbania cannabina	diploid	Zhang gu	Poales	Poaceae	Sesbania
1658	Setaria italica	diploid	Yugu1	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Huagu11	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Zhonggu2	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Zhaogu1	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Yugu2	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Yugu19	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Yugu18	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Yugu11	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Yatache	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Xiaoqinggu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Xiaomiaojin	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Xiaomi	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Xiaomi	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Xiaohuanggu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Xiaohonggu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Xiaohonggu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Wanmaozhuanian	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	W64	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	W63	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	W61	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	W60	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	W58	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	W57	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	W55	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	W49	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Qitouhuang	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Qianchuanjingu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Paoziyanguzi-1	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Oulihong	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Nuogu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Mengfenggu11	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Me34V	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Maotigu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Maomaoliang	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Lugu7	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Lugu10	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Longzhuanian	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	longzhaonuo	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Longgu32	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Longgu31	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Longgu25	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Liushizao	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	liushitianhuangtang	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Liushiri	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Liushabai	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Jinxiangyu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Jingu40	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Jingu29	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Jingu21	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Jigu39	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Jigu29	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Jigu25	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Jigu19	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Jigu12	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Huangtoubang	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Huangjinmiao	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Huangdali	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Hongjiugu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Heiniangu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Guang8	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Gouweisu(xiaosu)	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Gouweisu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Gonggu63	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Gonggu60	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Gonggu6	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Gongai2	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Dongshangu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Dazaopi	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Damaomaogu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Ci846	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Chigu8	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Chigu7	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Chigu5	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Chigu4	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Chenggu11	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Changsheng07	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Changnong35	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Beihuangsihao	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Baigu	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Bagu1	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Ai88	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	60tianhuanjia	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	18751	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	4937	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	11	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	8311	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	510	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	505	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	407	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	383	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	355	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	348	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	322	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	310	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	293	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	285	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	276	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	260	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	245	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	235	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	221	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	205	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	196	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	175	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	168	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	155	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	115	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	92	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	61	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	40	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	29	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	19	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Yugu1	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Foxtail millet	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	ME034v	Poales	Poaceae	Setaria
1658	Setaria italica	diploid	Cultivar A10	Poales	Poaceae	Setaria
1659	Setaria viridis	-	-	Malvales	Dipterocarpaceae	Setaria
1659	Setaria viridis	diploid	-	Malvales	Dipterocarpaceae	Setaria
1660	Sextonia rubra	-	-	Laurales	Lauraceae	Sextonia
1661	Shorea henryana	-	-	Malvales	Dipterocarpaceae	Shorea
1662	Shorea leprosula	-	-	Caryophyllales	Caryophyllaceae	Shorea
1663	Shorea robusta	diploid	-	Malvales	Dipterocarpeae	Shorea
1664	Shorea roxburghii	diploid	-	Caryophyllales	Caryophyllaceae	Shorea
1665	Silene conica	diploid	female inbred K-line	Caryophyllales	Caryophyllaceae	Silene
1666	Silene latifolia	-	-	Caryophyllales	Caryophyllaceae	Silene
1666	Silene latifolia	diploid	-	Caryophyllales	Simmondsiaceae	Silene
1667	Silene noctiflora	-	male	Caryophyllales	Simmondsiaceae	Silene
1668	Silk	triploid	Bananas	Zingiberales	Musaceae	Silk
1668	Silk	triploid	Bananas	Zingiberales	Musaceae	Silk
1668	Silk	triploid	Bananas	Zingiberales	Musaceae	Silk
1669	Silybum marianum	diploid	milk thistle	Asterales	Asteraceae	Silybum
1670	Simmondsia chinensis	-	female	Caryophyllales	Simmondsiaceae	Simmondsia
1670	Simmondsia chinensis	triploid	-	Brassicales	Brassicaceae	Simmondsia
1670	Simmondsia chinensis	diploid	QH-1	Brassicales	Brassicaceae	Simmondsia
1671	Sinapis alba	diploid	KEW33440	Brassicales	Brassicaceae	Sinapis
1671	Sinapis alba	diploid	XJ-1	Brassicales	Brassicaceae	Sinapis
1671	Sinapis alba	-	-	Fabales	Fabaceae	Sinapis
1672	Sinapis arvensis	-	-	Gentianales	Gentianaceae	Sinapis
1673	Sindora glabra	-	-	Cucurbitales	Cucurbitaceae	Sindora
1674	Sinojackia xylocarpa	diploid	-	Ericales	Styracaceae	Sinojackia
1675	Sinoswer tia tetraptera	-	variety Qingpiguo	Cucurbitales	Cucurbitaceae	Sinoswer tia
1676	Siraitia grosvenorii	diploid	-	Brassicales	Brassicaceae	Siraitia
1676	Siraitia grosvenorii	tetraploid	-	Brassicales	Brassicaceae	Siraitia
1677	Sisymbrium altissimum	-	-	Asterales	Asteraceae	Sisymbrium
1678	Sisymbrium irio	diploid	-	Solanales	Solanaceae	Sisymbrium
1679	Smallanthus sonchifolius	diploid	SP1102	Solanales	Solanaceae	Smallanthus
1680	Solanum aethiopicum	diploid	SP2271	Solanales	Solanaceae	Solanum
1681	Solanum americanum	diploid	SP2275	Solanales	Solanaceae	Solanum
1681	Solanum americanum	diploid	SP2273	Solanales	Solanaceae	Solanum
1681	Solanum americanum	diploid	American black nightshade	Solanales	Solanaceae	Solanum
1681	Solanum americanum	diploid	12625-02	Solanales	Solanaceae	Solanum
1681	Solanum americanum	diploid	PG3003	Solanales	Solanaceae	Solanum
1682	Solanum andigena	diploid	nos. 670、716	Solanales	Solanaceae	Solanum
1683	Solanum andreanum	-	LA2157	Solanales	Solanaceae	Solanum
1684	Solanum appendiculatum	diploid	PG5076	Solanales	Solanaceae	Solanum
1685	Solanum arcanum	diploid	PG5032	Solanales	Solanaceae	Solanum
1686	Solanum boliviense	diploid	-	Solanales	Solanaceae	Solanum
1686	Solanum boliviense	diploid	PG4041	Solanales	Solanaceae	Solanum
1687	Solanum brevicaule	diploid	BUK2	Solanales	Solanaceae	Solanum
1688	Solanum brevicaule × Solanum tuberosum	diploid	-	Solanales	Solanaceae	Solanum
1689	Solanum buesii	diploid	PG6241	Solanales	Solanaceae	Solanum
1690	Solanum bukasovii	diploid	-	Solanales	Solanaceae	Solanum
1690	Solanum bukasovii	diploid	PG4005	Solanales	Solanaceae	Solanum
1691	Solanum bulbocastanum	-	-	Solanales	Solanaceae	Solanum
1691	Solanum bulbocastanum	diploid	PG6242	Solanales	Solanaceae	Solanum
1692	Solanum burkartii	diploid	PG5068	Solanales	Solanaceae	Solanum
1693	Solanum cajamarquense	diploid	PG5062	Solanales	Solanaceae	Solanum
1694	Solanum candolleanum	diploid	PG5018	Solanales	Solanaceae	Solanum
1694	Solanum candolleanum	diploid	PG5003	Solanales	Solanaceae	Solanum
1694	Solanum candolleanum	diploid	-	Solanales	Solanaceae	Solanum
1694	Solanum candolleanum	diploid	PG4042	Solanales	Solanaceae	Solanum
1695	Solanum chacoense	diploid	-	Solanales	Solanaceae	Solanum
1695	Solanum chacoense	-	-	Solanales	Solanaceae	Solanum
1695	Solanum chacoense	-	LA1969	Solanales	Solanaceae	Solanum
1696	Solanum chilense	diploid	-	Solanales	Solanaceae	Solanum
1696	Solanum chilense	-	LA1028	Solanales	Solanaceae	Solanum
1696	Solanum chilense	diploid	PG3005	Solanales	Solanaceae	Solanum
1697	Solanum chiquidenum	diploid	-	Solanales	Solanaceae	Solanum
1698	Solanum chmielewskii	-	-	Solanales	Solanaceae	Solanum
1699	Solanum chomatophilum	diploid	PG4049	Solanales	Solanaceae	Solanum
1700	Solanum commersonii	diploid	-	Solanales	Solanaceae	Solanum
1700	Solanum commersonii	diploid	-	Solanales	Solanaceae	Solanum
1700	Solanum commersonii	diploid	potato	Solanales	Solanaceae	Solanum
1700	Solanum commersonii	diploid	potato	Solanales	Solanaceae	Solanum
1700	Solanum commersonii	tetraploid	potato	Solanales	Solanaceae	Solanum
1700	Solanum commersonii	tetraploid	potato	Solanales	Solanaceae	Solanum
1700	Solanum commersonii	-	LA1331	Solanales	Solanaceae	Solanum
1700	Solanum commersonii	diploid	PG0019	Solanales	Solanaceae	Solanum
1701	Solanum commersonii × Solanum andigena	diploid	-	Solanales	Solanaceae	Solanum
1702	Solanum corneliomulleri	-	LA0317	Solanales	Solanaceae	Solanum
1703	Solanum etuberosum	diploid	-	Solanales	Solanaceae	Solanum
1703	Solanum etuberosum	-	LA0436	Solanales	Solanaceae	Solanum
1704	Solanum galapagense	-	LA0407	Solanales	Solanaceae	Solanum
1704	Solanum galapagense	-	LA1777	Solanales	Solanaceae	Solanum
1705	Solanum gandarillasii	diploid	-	Solanales	Solanaceae	Solanum
1706	Solanum gracilifrons	diploid	-	Solanales	Solanaceae	Solanum
1707	Solanum habrochaites	diploid	PG1008	Solanales	Solanaceae	Solanum
1707	Solanum habrochaites	diploid	PG4017	Solanales	Solanaceae	Solanum
1708	Solanum jamesii	-	LA2951	Solanales	Solanaceae	Solanum
1709	Solanum lignicaule	diploid	-	Solanales	Solanaceae	Solanum
1709	Solanum lignicaule	-	LA2951	Solanales	Solanaceae	Solanum
1710	Solanum lycopersicoides	-	Heinz 1706	Solanales	Solanaceae	Solanum
1710	Solanum lycopersicoides	diploid	var. cerasiforme LA1673	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	OH88119	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	Moneyberg-TMV	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	var. cerasiforme TS96	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	var. cerasiforme TS623	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	var. cerasiforme TS545	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	var. cerasiforme TS39	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	var. cerasiforme TS281	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	var. cerasiforme TS280	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	var. cerasiforme TS238	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	var. cerasiforme TS118	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS9	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS80	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS692	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS629	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS60	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS331	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS3	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS204	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS2	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS185	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS171	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS166	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS12	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS117	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	TS112	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	SL5.0	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	M82	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	LA1464	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	-	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	-	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	-	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	-	-	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	diploid	Nakate-Shinkuro	Solanales	Solanaceae	Solanum
1711	Solanum lycopersicum	diploid	67/3 line	Solanales	Solanaceae	Solanum
1712	Solanum megistacrolobum	diploid	-	Solanales	Solanaceae	Solanum
1712	Solanum megistacrolobum	diploid	-	Solanales	Solanaceae	Solanum
1713	Solanum melongena	diploid	HQ-1315 line	Solanales	Solanaceae	Solanum
1713	Solanum melongena	diploid	GUIQIE-1	Solanales	Solanaceae	Solanum
1713	Solanum melongena	diploid	Smel v4.0(improved)	Solanales	Solanaceae	Solanum
1713	Solanum melongena	diploid	PG1011	Solanales	Solanaceae	Solanum
1713	Solanum melongena	diploid	PG4060	Solanales	Solanaceae	Solanum
1714	Solanum morelliforme	-	-	Solanales	Solanaceae	Solanum
1715	Solanum multiinterruptum	-	LA0247	Solanales	Solanaceae	Solanum
1716	Solanum muricatum	diploid	PG6243	Solanales	Solanaceae	Solanum
1717	Solanum neorickii	diploid	OKA15	Solanales	Solanaceae	Solanum
1718	Solanum neorossii	diploid	PG0009	Solanales	Solanaceae	Solanum
1719	Solanum okadae	diploid	-	Solanales	Solanaceae	Solanum
1719	Solanum okadae	diploid	-	Solanales	Solanaceae	Solanum
1719	Solanum okadae	diploid	PG3022	Solanales	Solanaceae	Solanum
1720	Solanum palustre	-	LA716	Solanales	Solanaceae	Solanum
1721	Solanum paucissectum	diploid	-	Solanales	Solanaceae	Solanum
1721	Solanum paucissectum	-	LYC1722	Solanales	Solanaceae	Solanum
1722	Solanum pennellii	-	LA0446	Solanales	Solanaceae	Solanum
1722	Solanum pennellii	diploid	DM 1-3 516 R44	Solanales	Solanaceae	Solanum
1723	Solanum peruvianum	diploid	update DM 1-3 516 R44；v6.1	Solanales	Solanaceae	Solanum
1724	Solanum phureja	diploid	W5281.2	Solanales	Solanaceae	Solanum
1724	Solanum phureja	-	LA1589	Solanales	Solanaceae	Solanum
1725	Solanum phureja x Solanum tuberosum	-	LA0480	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	LA2093	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	diploid	LA1670	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	TS439	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	TS421	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	TS413	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	TS265	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	TS222	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	TS22	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	TS156	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	TS15	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	LA1547	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	-	Tomato	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	diploid	PG1013	Solanales	Solanaceae	Solanum
1726	Solanum pimpinellifolium	diploid	PG3023	Solanales	Solanaceae	Solanum
1727	Solanum pinnatisectum	diploid	-	Solanales	Solanaceae	Solanum
1727	Solanum pinnatisectum	-	Potatoes	Solanales	Solanaceae	Solanum
1727	Solanum pinnatisectum	-	-	Solanales	Solanaceae	Solanum
1728	Solanum piurae	diploid	-	Solanales	Solanaceae	Solanum
1728	Solanum piurae	-	LA1974	Solanales	Solanaceae	Solanum
